pid,n_sessions,n_transitions,first_session_id,last_session_id,first_state,last_state,state_sequence,session_id_sequence,has_minimal_state,has_purchase_anomaly,update_window_sessions
p4097,96,95,p4097_s0001,p4097_s0096,0,4,0 2 1 1 2 1 1 1 1 1 1 2 2 3 1 1 3 1 2 1 2 3 1 1 1 1 2 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 4 2 1 1 1 1 1 1 2 1 2 1 1 2 1 2 3 1 1 2 1 1 1 2 1 1 2 1 1 1 1 2 2 2 2 2 1 1 1 1 2 1 1 1 2 2 1 2 1 2 2 3 4,p4097_s0001 p4097_s0002 p4097_s0003 p4097_s0004 p4097_s0005 p4097_s0006 p4097_s0007 p4097_s0008 p4097_s0009 p4097_s0010 p4097_s0011 p4097_s0012 p4097_s0013 p4097_s0014 p4097_s0015 p4097_s0016 p4097_s0017 p4097_s0018 p4097_s0019 p4097_s0020 p4097_s0021 p4097_s0022 p4097_s0023 p4097_s0024 p4097_s0025 p4097_s0026 p4097_s0027 p4097_s0028 p4097_s0029 p4097_s0030 p4097_s0031 p4097_s0032 p4097_s0033 p4097_s0034 p4097_s0035 p4097_s0036 p4097_s0037 p4097_s0038 p4097_s0039 p4097_s0040 p4097_s0041 p4097_s0042 p4097_s0043 p4097_s0044 p4097_s0045 p4097_s0046 p4097_s0047 p4097_s0048 p4097_s0049 p4097_s0050 p4097_s0051 p4097_s0052 p4097_s0053 p4097_s0054 p4097_s0055 p4097_s0056 p4097_s0057 p4097_s0058 p4097_s0059 p4097_s0060 p4097_s0061 p4097_s0062 p4097_s0063 p4097_s0064 p4097_s0065 p4097_s0066 p4097_s0067 p4097_s0068 p4097_s0069 p4097_s0070 p4097_s0071 p4097_s0072 p4097_s0073 p4097_s0074 p4097_s0075 p4097_s0076 p4097_s0077 p4097_s0078 p4097_s0079 p4097_s0080 p4097_s0081 p4097_s0082 p4097_s0083 p4097_s0084 p4097_s0085 p4097_s0086 p4097_s0087 p4097_s0088 p4097_s0089 p4097_s0090 p4097_s0091 p4097_s0092 p4097_s0093 p4097_s0094 p4097_s0095 p4097_s0096,True,False,0
p4098,1,0,p4098_s0001,p4098_s0001,4,4,4,p4098_s0001,True,False,1
p4099,6,5,p4099_s0001,p4099_s0006,0,1,0 1 1 1 2 1,p4099_s0001 p4099_s0002 p4099_s0003 p4099_s0004 p4099_s0005 p4099_s0006,False,False,0
p41,3,2,p41_s0001,p41_s0003,0,1,0 4 1,p41_s0001 p41_s0002 p41_s0003,True,False,2
p410,2,1,p410_s0001,p410_s0002,0,1,0 1,p410_s0001 p410_s0002,False,False,0
p4101,25,24,p4101_s0001,p4101_s0025,0,2,0 1 1 2 1 1 1 1 1 1 1 1 1 2 1 2 1 2 2 2 2 2 2 2 2,p4101_s0001 p4101_s0002 p4101_s0003 p4101_s0004 p4101_s0005 p4101_s0006 p4101_s0007 p4101_s0008 p4101_s0009 p4101_s0010 p4101_s0011 p4101_s0012 p4101_s0013 p4101_s0014 p4101_s0015 p4101_s0016 p4101_s0017 p4101_s0018 p4101_s0019 p4101_s0020 p4101_s0021 p4101_s0022 p4101_s0023 p4101_s0024 p4101_s0025,False,False,0
p4102,1,0,p4102_s0001,p4102_s0001,2,2,2,p4102_s0001,False,False,0
p4103,26,25,p4103_s0001,p4103_s0026,0,4,0 2 2 2 1 2 2 1 2 2 2 1 1 2 1 1 1 1 2 1 2 1 2 2 2 4,p4103_s0001 p4103_s0002 p4103_s0003 p4103_s0004 p4103_s0005 p4103_s0006 p4103_s0007 p4103_s0008 p4103_s0009 p4103_s0010 p4103_s0011 p4103_s0012 p4103_s0013 p4103_s0014 p4103_s0015 p4103_s0016 p4103_s0017 p4103_s0018 p4103_s0019 p4103_s0020 p4103_s0021 p4103_s0022 p4103_s0023 p4103_s0024 p4103_s0025 p4103_s0026,True,False,0
p4104,3,2,p4104_s0001,p4104_s0003,0,4,0 2 4,p4104_s0001 p4104_s0002 p4104_s0003,True,False,0
p4105,2,1,p4105_s0001,p4105_s0002,0,3,0 3,p4105_s0001 p4105_s0002,False,False,0
p4107,1,0,p4107_s0001,p4107_s0001,0,0,0,p4107_s0001,False,False,0
p4108,15,14,p4108_s0001,p4108_s0015,0,4,0 2 1 2 3 2 2 2 1 1 2 2 1 2 4,p4108_s0001 p4108_s0002 p4108_s0003 p4108_s0004 p4108_s0005 p4108_s0006 p4108_s0007 p4108_s0008 p4108_s0009 p4108_s0010 p4108_s0011 p4108_s0012 p4108_s0013 p4108_s0014 p4108_s0015,True,False,0
p411,5,4,p411_s0001,p411_s0005,0,1,0 3 1 4 1,p411_s0001 p411_s0002 p411_s0003 p411_s0004 p411_s0005,True,False,5
p4110,12,11,p4110_s0001,p4110_s0012,0,1,0 4 1 1 3 1 2 2 2 2 2 1,p4110_s0001 p4110_s0002 p4110_s0003 p4110_s0004 p4110_s0005 p4110_s0006 p4110_s0007 p4110_s0008 p4110_s0009 p4110_s0010 p4110_s0011 p4110_s0012,True,False,0
p4111,1,0,p4111_s0001,p4111_s0001,0,0,0,p4111_s0001,False,False,0
p4112,15,14,p4112_s0001,p4112_s0015,0,1,0 1 1 1 2 2 1 1 2 1 2 1 1 1 1,p4112_s0001 p4112_s0002 p4112_s0003 p4112_s0004 p4112_s0005 p4112_s0006 p4112_s0007 p4112_s0008 p4112_s0009 p4112_s0010 p4112_s0011 p4112_s0012 p4112_s0013 p4112_s0014 p4112_s0015,False,False,0
p4113,20,19,p4113_s0001,p4113_s0020,0,4,0 1 2 1 1 1 1 2 1 1 1 1 2 1 1 3 2 1 1 4,p4113_s0001 p4113_s0002 p4113_s0003 p4113_s0004 p4113_s0005 p4113_s0006 p4113_s0007 p4113_s0008 p4113_s0009 p4113_s0010 p4113_s0011 p4113_s0012 p4113_s0013 p4113_s0014 p4113_s0015 p4113_s0016 p4113_s0017 p4113_s0018 p4113_s0019 p4113_s0020,True,False,0
p4114,42,41,p4114_s0001,p4114_s0042,0,4,0 1 1 1 1 2 2 1 1 1 2 1 2 1 2 2 1 1 2 2 2 3 1 2 2 3 1 1 1 1 1 1 1 2 2 2 1 1 2 3 1 4,p4114_s0001 p4114_s0002 p4114_s0003 p4114_s0004 p4114_s0005 p4114_s0006 p4114_s0007 p4114_s0008 p4114_s0009 p4114_s0010 p4114_s0011 p4114_s0012 p4114_s0013 p4114_s0014 p4114_s0015 p4114_s0016 p4114_s0017 p4114_s0018 p4114_s0019 p4114_s0020 p4114_s0021 p4114_s0022 p4114_s0023 p4114_s0024 p4114_s0025 p4114_s0026 p4114_s0027 p4114_s0028 p4114_s0029 p4114_s0030 p4114_s0031 p4114_s0032 p4114_s0033 p4114_s0034 p4114_s0035 p4114_s0036 p4114_s0037 p4114_s0038 p4114_s0039 p4114_s0040 p4114_s0041 p4114_s0042,True,False,1
p4115,4,3,p4115_s0001,p4115_s0004,0,1,0 1 2 1,p4115_s0001 p4115_s0002 p4115_s0003 p4115_s0004,False,False,0
p4116,1,0,p4116_s0001,p4116_s0001,0,0,0,p4116_s0001,False,False,1
p4117,10,9,p4117_s0001,p4117_s0010,0,1,0 1 1 2 1 1 1 2 2 1,p4117_s0001 p4117_s0002 p4117_s0003 p4117_s0004 p4117_s0005 p4117_s0006 p4117_s0007 p4117_s0008 p4117_s0009 p4117_s0010,False,False,0
p4118,1,0,p4118_s0001,p4118_s0001,0,0,0,p4118_s0001,False,False,1
p4119,17,16,p4119_s0001,p4119_s0017,0,4,0 1 2 2 1 1 1 1 1 3 1 1 1 4 2 2 4,p4119_s0001 p4119_s0002 p4119_s0003 p4119_s0004 p4119_s0005 p4119_s0006 p4119_s0007 p4119_s0008 p4119_s0009 p4119_s0010 p4119_s0011 p4119_s0012 p4119_s0013 p4119_s0014 p4119_s0015 p4119_s0016 p4119_s0017,True,False,0
p412,5,4,p412_s0001,p412_s0005,0,2,0 1 1 1 2,p412_s0001 p412_s0002 p412_s0003 p412_s0004 p412_s0005,False,False,0
p4120,13,12,p4120_s0001,p4120_s0013,4,1,4 4 1 1 1 1 1 1 1 1 2 1 1,p4120_s0001 p4120_s0002 p4120_s0003 p4120_s0004 p4120_s0005 p4120_s0006 p4120_s0007 p4120_s0008 p4120_s0009 p4120_s0010 p4120_s0011 p4120_s0012 p4120_s0013,True,False,2
p4121,1,0,p4121_s0001,p4121_s0001,3,3,3,p4121_s0001,False,False,0
p4122,36,35,p4122_s0001,p4122_s0036,0,1,0 1 2 2 3 3 3 2 3 3 4 2 1 1 1 3 3 1 3 1 1 3 2 3 3 3 1 1 2 1 1 1 2 2 2 1,p4122_s0001 p4122_s0002 p4122_s0003 p4122_s0004 p4122_s0005 p4122_s0006 p4122_s0007 p4122_s0008 p4122_s0009 p4122_s0010 p4122_s0011 p4122_s0012 p4122_s0013 p4122_s0014 p4122_s0015 p4122_s0016 p4122_s0017 p4122_s0018 p4122_s0019 p4122_s0020 p4122_s0021 p4122_s0022 p4122_s0023 p4122_s0024 p4122_s0025 p4122_s0026 p4122_s0027 p4122_s0028 p4122_s0029 p4122_s0030 p4122_s0031 p4122_s0032 p4122_s0033 p4122_s0034 p4122_s0035 p4122_s0036,True,False,3
p4123,9,8,p4123_s0001,p4123_s0009,0,4,0 2 1 1 1 2 1 4 4,p4123_s0001 p4123_s0002 p4123_s0003 p4123_s0004 p4123_s0005 p4123_s0006 p4123_s0007 p4123_s0008 p4123_s0009,True,False,0
p4124,4,3,p4124_s0001,p4124_s0004,3,4,3 2 3 4,p4124_s0001 p4124_s0002 p4124_s0003 p4124_s0004,True,False,0
p4125,48,47,p4125_s0001,p4125_s0048,4,4,4 1 1 1 2 2 1 2 1 1 2 1 2 1 1 1 4 1 2 2 1 1 2 2 1 1 2 2 1 2 2 1 2 2 2 2 2 2 1 1 2 1 2 2 2 2 3 4,p4125_s0001 p4125_s0002 p4125_s0003 p4125_s0004 p4125_s0005 p4125_s0006 p4125_s0007 p4125_s0008 p4125_s0009 p4125_s0010 p4125_s0011 p4125_s0012 p4125_s0013 p4125_s0014 p4125_s0015 p4125_s0016 p4125_s0017 p4125_s0018 p4125_s0019 p4125_s0020 p4125_s0021 p4125_s0022 p4125_s0023 p4125_s0024 p4125_s0025 p4125_s0026 p4125_s0027 p4125_s0028 p4125_s0029 p4125_s0030 p4125_s0031 p4125_s0032 p4125_s0033 p4125_s0034 p4125_s0035 p4125_s0036 p4125_s0037 p4125_s0038 p4125_s0039 p4125_s0040 p4125_s0041 p4125_s0042 p4125_s0043 p4125_s0044 p4125_s0045 p4125_s0046 p4125_s0047 p4125_s0048,True,False,0
p4126,16,15,p4126_s0001,p4126_s0016,0,1,0 1 1 1 1 1 1 3 3 1 1 1 1 1 2 1,p4126_s0001 p4126_s0002 p4126_s0003 p4126_s0004 p4126_s0005 p4126_s0006 p4126_s0007 p4126_s0008 p4126_s0009 p4126_s0010 p4126_s0011 p4126_s0012 p4126_s0013 p4126_s0014 p4126_s0015 p4126_s0016,False,False,5
p4127,5,4,p4127_s0001,p4127_s0005,3,1,3 3 3 1 1,p4127_s0001 p4127_s0002 p4127_s0003 p4127_s0004 p4127_s0005,False,False,0
p4128,1,0,p4128_s0001,p4128_s0001,2,2,2,p4128_s0001,False,False,0
p4129,1,0,p4129_s0001,p4129_s0001,0,0,0,p4129_s0001,False,False,0
p413,8,7,p413_s0001,p413_s0008,3,4,3 4 2 2 4 1 1 4,p413_s0001 p413_s0002 p413_s0003 p413_s0004 p413_s0005 p413_s0006 p413_s0007 p413_s0008,True,False,0
p4130,5,4,p4130_s0001,p4130_s0005,3,3,3 1 1 1 3,p4130_s0001 p4130_s0002 p4130_s0003 p4130_s0004 p4130_s0005,False,False,0
p4131,2,1,p4131_s0001,p4131_s0002,3,3,3 3,p4131_s0001 p4131_s0002,False,False,0
p4132,4,3,p4132_s0001,p4132_s0004,0,2,0 1 1 2,p4132_s0001 p4132_s0002 p4132_s0003 p4132_s0004,False,False,0
p4133,1,0,p4133_s0001,p4133_s0001,0,0,0,p4133_s0001,False,False,0
p4134,83,82,p4134_s0001,p4134_s0083,0,4,0 1 3 1 2 1 3 3 3 2 2 1 1 2 1 1 2 2 2 2 2 1 1 2 1 1 2 2 2 1 2 1 2 2 1 1 4 1 1 1 2 1 2 2 1 2 2 2 1 2 1 2 3 1 1 2 2 1 2 2 1 2 1 2 2 1 1 1 1 1 1 2 1 1 2 1 2 2 2 2 2 1 4,p4134_s0001 p4134_s0002 p4134_s0003 p4134_s0004 p4134_s0005 p4134_s0006 p4134_s0007 p4134_s0008 p4134_s0009 p4134_s0010 p4134_s0011 p4134_s0012 p4134_s0013 p4134_s0014 p4134_s0015 p4134_s0016 p4134_s0017 p4134_s0018 p4134_s0019 p4134_s0020 p4134_s0021 p4134_s0022 p4134_s0023 p4134_s0024 p4134_s0025 p4134_s0026 p4134_s0027 p4134_s0028 p4134_s0029 p4134_s0030 p4134_s0031 p4134_s0032 p4134_s0033 p4134_s0034 p4134_s0035 p4134_s0036 p4134_s0037 p4134_s0038 p4134_s0039 p4134_s0040 p4134_s0041 p4134_s0042 p4134_s0043 p4134_s0044 p4134_s0045 p4134_s0046 p4134_s0047 p4134_s0048 p4134_s0049 p4134_s0050 p4134_s0051 p4134_s0052 p4134_s0053 p4134_s0054 p4134_s0055 p4134_s0056 p4134_s0057 p4134_s0058 p4134_s0059 p4134_s0060 p4134_s0061 p4134_s0062 p4134_s0063 p4134_s0064 p4134_s0065 p4134_s0066 p4134_s0067 p4134_s0068 p4134_s0069 p4134_s0070 p4134_s0071 p4134_s0072 p4134_s0073 p4134_s0074 p4134_s0075 p4134_s0076 p4134_s0077 p4134_s0078 p4134_s0079 p4134_s0080 p4134_s0081 p4134_s0082 p4134_s0083,True,False,1
p4135,9,8,p4135_s0001,p4135_s0009,0,4,0 1 2 2 1 2 2 3 4,p4135_s0001 p4135_s0002 p4135_s0003 p4135_s0004 p4135_s0005 p4135_s0006 p4135_s0007 p4135_s0008 p4135_s0009,True,False,0
p4136,1,0,p4136_s0001,p4136_s0001,0,0,0,p4136_s0001,False,False,0
p4137,1,0,p4137_s0001,p4137_s0001,2,2,2,p4137_s0001,False,False,0
p4138,8,7,p4138_s0001,p4138_s0008,0,4,0 1 2 1 2 1 1 4,p4138_s0001 p4138_s0002 p4138_s0003 p4138_s0004 p4138_s0005 p4138_s0006 p4138_s0007 p4138_s0008,True,False,3
p4139,1,0,p4139_s0001,p4139_s0001,4,4,4,p4139_s0001,True,False,0
p414,3,2,p414_s0001,p414_s0003,0,4,0 1 4,p414_s0001 p414_s0002 p414_s0003,True,False,0
p4141,12,11,p4141_s0001,p4141_s0012,0,3,0 1 1 3 1 3 3 3 2 1 3 3,p4141_s0001 p4141_s0002 p4141_s0003 p4141_s0004 p4141_s0005 p4141_s0006 p4141_s0007 p4141_s0008 p4141_s0009 p4141_s0010 p4141_s0011 p4141_s0012,False,False,0
p4142,1,0,p4142_s0001,p4142_s0001,0,0,0,p4142_s0001,False,False,1
p4143,2,1,p4143_s0001,p4143_s0002,0,2,0 2,p4143_s0001 p4143_s0002,False,False,0
p4144,9,8,p4144_s0001,p4144_s0009,0,1,0 3 2 1 2 1 1 1 1,p4144_s0001 p4144_s0002 p4144_s0003 p4144_s0004 p4144_s0005 p4144_s0006 p4144_s0007 p4144_s0008 p4144_s0009,False,False,1
p4145,73,72,p4145_s0001,p4145_s0073,0,2,0 2 1 2 1 1 1 2 2 2 1 1 2 2 1 2 2 1 1 1 3 2 2 1 1 1 3 3 3 2 2 1 1 1 2 1 2 1 3 2 2 1 1 1 1 1 2 1 1 3 1 2 1 1 2 2 2 2 2 3 1 2 2 3 1 4 4 4 3 2 4 4 2,p4145_s0001 p4145_s0002 p4145_s0003 p4145_s0004 p4145_s0005 p4145_s0006 p4145_s0007 p4145_s0008 p4145_s0009 p4145_s0010 p4145_s0011 p4145_s0012 p4145_s0013 p4145_s0014 p4145_s0015 p4145_s0016 p4145_s0017 p4145_s0018 p4145_s0019 p4145_s0020 p4145_s0021 p4145_s0022 p4145_s0023 p4145_s0024 p4145_s0025 p4145_s0026 p4145_s0027 p4145_s0028 p4145_s0029 p4145_s0030 p4145_s0031 p4145_s0032 p4145_s0033 p4145_s0034 p4145_s0035 p4145_s0036 p4145_s0037 p4145_s0038 p4145_s0039 p4145_s0040 p4145_s0041 p4145_s0042 p4145_s0043 p4145_s0044 p4145_s0045 p4145_s0046 p4145_s0047 p4145_s0048 p4145_s0049 p4145_s0050 p4145_s0051 p4145_s0052 p4145_s0053 p4145_s0054 p4145_s0055 p4145_s0056 p4145_s0057 p4145_s0058 p4145_s0059 p4145_s0060 p4145_s0061 p4145_s0062 p4145_s0063 p4145_s0064 p4145_s0065 p4145_s0066 p4145_s0067 p4145_s0068 p4145_s0069 p4145_s0070 p4145_s0071 p4145_s0072 p4145_s0073,True,False,3
p4146,8,7,p4146_s0001,p4146_s0008,0,4,0 2 1 1 2 2 4 4,p4146_s0001 p4146_s0002 p4146_s0003 p4146_s0004 p4146_s0005 p4146_s0006 p4146_s0007 p4146_s0008,True,False,3
p4147,4,3,p4147_s0001,p4147_s0004,0,1,0 4 2 1,p4147_s0001 p4147_s0002 p4147_s0003 p4147_s0004,True,False,2
p4148,8,7,p4148_s0001,p4148_s0008,0,3,0 1 1 3 1 2 2 3,p4148_s0001 p4148_s0002 p4148_s0003 p4148_s0004 p4148_s0005 p4148_s0006 p4148_s0007 p4148_s0008,False,False,0
p4149,4,3,p4149_s0001,p4149_s0004,0,1,0 1 1 1,p4149_s0001 p4149_s0002 p4149_s0003 p4149_s0004,False,False,0
p415,5,4,p415_s0001,p415_s0005,2,2,2 2 1 2 2,p415_s0001 p415_s0002 p415_s0003 p415_s0004 p415_s0005,False,False,0
p4150,1,0,p4150_s0001,p4150_s0001,0,0,0,p4150_s0001,False,False,0
p4151,1,0,p4151_s0001,p4151_s0001,0,0,0,p4151_s0001,False,False,0
p4152,1,0,p4152_s0001,p4152_s0001,2,2,2,p4152_s0001,False,False,0
p4153,11,10,p4153_s0001,p4153_s0011,4,1,4 1 4 1 4 2 1 1 1 1 1,p4153_s0001 p4153_s0002 p4153_s0003 p4153_s0004 p4153_s0005 p4153_s0006 p4153_s0007 p4153_s0008 p4153_s0009 p4153_s0010 p4153_s0011,True,False,8
p4154,3,2,p4154_s0001,p4154_s0003,0,2,0 1 2,p4154_s0001 p4154_s0002 p4154_s0003,False,False,1
p4155,2,1,p4155_s0001,p4155_s0002,3,2,3 2,p4155_s0001 p4155_s0002,False,False,0
p4156,52,51,p4156_s0001,p4156_s0052,0,1,0 1 1 1 2 1 1 1 1 2 2 1 2 1 2 1 2 1 2 1 1 2 1 1 1 2 2 2 2 1 2 2 2 2 1 2 1 2 1 2 1 1 2 1 2 2 2 1 4 1 2 1,p4156_s0001 p4156_s0002 p4156_s0003 p4156_s0004 p4156_s0005 p4156_s0006 p4156_s0007 p4156_s0008 p4156_s0009 p4156_s0010 p4156_s0011 p4156_s0012 p4156_s0013 p4156_s0014 p4156_s0015 p4156_s0016 p4156_s0017 p4156_s0018 p4156_s0019 p4156_s0020 p4156_s0021 p4156_s0022 p4156_s0023 p4156_s0024 p4156_s0025 p4156_s0026 p4156_s0027 p4156_s0028 p4156_s0029 p4156_s0030 p4156_s0031 p4156_s0032 p4156_s0033 p4156_s0034 p4156_s0035 p4156_s0036 p4156_s0037 p4156_s0038 p4156_s0039 p4156_s0040 p4156_s0041 p4156_s0042 p4156_s0043 p4156_s0044 p4156_s0045 p4156_s0046 p4156_s0047 p4156_s0048 p4156_s0049 p4156_s0050 p4156_s0051 p4156_s0052,True,False,1
p4157,1,0,p4157_s0001,p4157_s0001,0,0,0,p4157_s0001,False,False,0
p4158,1,0,p4158_s0001,p4158_s0001,0,0,0,p4158_s0001,False,False,1
p4159,1,0,p4159_s0001,p4159_s0001,4,4,4,p4159_s0001,True,False,0
p416,1,0,p416_s0001,p416_s0001,0,0,0,p416_s0001,False,False,0
p4161,20,19,p4161_s0001,p4161_s0020,0,2,0 1 1 1 1 3 3 1 1 3 4 1 1 2 2 1 1 2 2 2,p4161_s0001 p4161_s0002 p4161_s0003 p4161_s0004 p4161_s0005 p4161_s0006 p4161_s0007 p4161_s0008 p4161_s0009 p4161_s0010 p4161_s0011 p4161_s0012 p4161_s0013 p4161_s0014 p4161_s0015 p4161_s0016 p4161_s0017 p4161_s0018 p4161_s0019 p4161_s0020,True,False,0
p4162,20,19,p4162_s0001,p4162_s0020,0,1,0 1 1 1 1 1 2 1 1 1 2 1 2 1 2 2 1 2 1 1,p4162_s0001 p4162_s0002 p4162_s0003 p4162_s0004 p4162_s0005 p4162_s0006 p4162_s0007 p4162_s0008 p4162_s0009 p4162_s0010 p4162_s0011 p4162_s0012 p4162_s0013 p4162_s0014 p4162_s0015 p4162_s0016 p4162_s0017 p4162_s0018 p4162_s0019 p4162_s0020,False,False,0
p4163,14,13,p4163_s0001,p4163_s0014,0,4,0 2 1 3 2 2 2 2 2 2 2 2 1 4,p4163_s0001 p4163_s0002 p4163_s0003 p4163_s0004 p4163_s0005 p4163_s0006 p4163_s0007 p4163_s0008 p4163_s0009 p4163_s0010 p4163_s0011 p4163_s0012 p4163_s0013 p4163_s0014,True,False,0
p4164,1,0,p4164_s0001,p4164_s0001,0,0,0,p4164_s0001,False,False,0
p4165,1,0,p4165_s0001,p4165_s0001,0,0,0,p4165_s0001,False,False,0
p4166,8,7,p4166_s0001,p4166_s0008,0,2,0 1 4 1 1 2 4 2,p4166_s0001 p4166_s0002 p4166_s0003 p4166_s0004 p4166_s0005 p4166_s0006 p4166_s0007 p4166_s0008,True,False,0
p4167,5,4,p4167_s0001,p4167_s0005,0,3,0 1 2 3 3,p4167_s0001 p4167_s0002 p4167_s0003 p4167_s0004 p4167_s0005,False,False,0
p4169,11,10,p4169_s0001,p4169_s0011,0,4,0 1 1 1 2 2 1 1 2 1 4,p4169_s0001 p4169_s0002 p4169_s0003 p4169_s0004 p4169_s0005 p4169_s0006 p4169_s0007 p4169_s0008 p4169_s0009 p4169_s0010 p4169_s0011,True,False,0
p417,1,0,p417_s0001,p417_s0001,0,0,0,p417_s0001,False,False,0
p4170,8,7,p4170_s0001,p4170_s0008,0,2,0 1 1 2 2 2 1 2,p4170_s0001 p4170_s0002 p4170_s0003 p4170_s0004 p4170_s0005 p4170_s0006 p4170_s0007 p4170_s0008,False,False,0
p4171,31,30,p4171_s0001,p4171_s0031,0,3,0 3 3 1 1 2 1 3 3 1 3 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 2 2 1 1 3,p4171_s0001 p4171_s0002 p4171_s0003 p4171_s0004 p4171_s0005 p4171_s0006 p4171_s0007 p4171_s0008 p4171_s0009 p4171_s0010 p4171_s0011 p4171_s0012 p4171_s0013 p4171_s0014 p4171_s0015 p4171_s0016 p4171_s0017 p4171_s0018 p4171_s0019 p4171_s0020 p4171_s0021 p4171_s0022 p4171_s0023 p4171_s0024 p4171_s0025 p4171_s0026 p4171_s0027 p4171_s0028 p4171_s0029 p4171_s0030 p4171_s0031,False,False,1
p4172,14,13,p4172_s0001,p4172_s0014,0,4,0 1 2 2 1 1 1 1 2 2 1 2 2 4,p4172_s0001 p4172_s0002 p4172_s0003 p4172_s0004 p4172_s0005 p4172_s0006 p4172_s0007 p4172_s0008 p4172_s0009 p4172_s0010 p4172_s0011 p4172_s0012 p4172_s0013 p4172_s0014,True,False,0
p4173,4,3,p4173_s0001,p4173_s0004,4,4,4 1 1 4,p4173_s0001 p4173_s0002 p4173_s0003 p4173_s0004,True,False,0
p4174,2,1,p4174_s0001,p4174_s0002,2,2,2 2,p4174_s0001 p4174_s0002,False,False,0
p4175,3,2,p4175_s0001,p4175_s0003,0,1,0 1 1,p4175_s0001 p4175_s0002 p4175_s0003,False,False,0
p4176,8,7,p4176_s0001,p4176_s0008,0,2,0 1 1 1 1 1 2 2,p4176_s0001 p4176_s0002 p4176_s0003 p4176_s0004 p4176_s0005 p4176_s0006 p4176_s0007 p4176_s0008,False,False,0
